director,title,budget,revenue,return,year
,Forget Baghdad: Jews and Arabs - The Iraqi Connection,,,,2002
A. Dean Bell,What Alice Found,,,,2003
Tim Burton,Big Fish,70000000.0,122919055.0,1.7559865,2003
Troy Byer,Love Don't Cost a Thing,,,,2003
Nancy Meyers,Something's Gotta Give,80000000.0,266728738.0,3.334109225,2003
Bobby Farrelly,Stuck on You,55000000.0,33828318.0,0.6150603272727273,2003
Peter Webber,Girl with a Pearl Earring,,31466789.0,,2003
Norman Jewison,The Statement,,,,2003
Peter Jackson,The Lord of the Rings: The Return of the King,94000000.0,1118888979.0,11.903074244680852,2003
Mike Newell,Mona Lisa Smile,65000000.0,,,2003
Nigel Cole,Calendar Girls,10000000.0,96542059.0,9.6542059,2003
Errol Morris,The Fog of War,,,,2003
Jonathan Kesselman,The Hebrew Hammer,1000000.0,,,2003
Vadim Perelman,House of Sand and Fog,16500000.0,16942795.0,1.0268360606060607,2003
John Henderson,Two Men Went To War,,,,2002
Patty Jenkins,Monster,8000000.0,60378584.0,7.547323,2003
Shawn Levy,Cheaper by the Dozen,40000000.0,190212113.0,4.755302825,2003
Anthony Minghella,Cold Mountain,79000000.0,173013509.0,2.190044417721519,2003
John Woo,Paycheck,60000000.0,96269812.0,1.6044968666666666,2003
P.J. Hogan,Peter Pan,100000000.0,121975011.0,1.21975011,2003
Robert Altman,The Company,15000000.0,2281585.0,0.15210566666666667,2003
Simon Wincer,Young Black Stallion,,,,2003
Sue Brooks,Japanese Story,,,,2003
Jean-Claude Brisseau,Secret Things,,105090.0,,2002
Andy Cadiff,Chasing Liberty,23000000.0,12.0,5.217391304347826e-07,2004
Cheryl Dunye,My Baby's Daddy,,51.0,,2004
Nick Broomfield,Aileen: Life and Death of a Serial Killer,,,,2003
Nuri Bilge Ceylan,Distant,,,,2002
John Hamburg,Along Came Polly,42000000.0,171963386.0,4.094366333333333,2004
Timothy Bjorklund,Teacher's Pet,10000000.0,,,2004
Joseph Kahn,Torque,40000000.0,46546197.0,1.163654925,2004
Jafar Panahi,Crimson Gold,,,,2003
Siddiq Barmak,Osama,46000.0,,,2003
Jack Clayton,The Great Gatsby,6500000.0,26533200.0,4.082030769230769,1974
Peter Kosminsky,Wuthering Heights,,,,1992
Robert Wise,Odds Against Tomorrow,,,,1959
Stanley Kramer,Ship of Fools,,,,1965
George Axelrod,Lord Love a Duck,,,,1966
Roy Boulting,There's a Girl in My Soup,,,,1970
Sydney Pollack,This Property Is Condemned,,,,1966
Dennis Feldman,Real Men,,,,1987
Eugene Levy,Once Upon a Crime,,,,1992
Robert Altman,Beyond Therapy,,,,1987
David Green,Buster,,,,1988
Bill Fishman,"Car 54, Where Are You?",10700000.0,1238080.0,0.11570841121495327,1994
Delbert Mann,Jane Eyre,,,,1971
Mark Herman,Blame It on the Bellboy,,,,1992
Sheldon Lettich,Only the Strong,6000000.0,3283371.0,0.5472285,1993
Renny Harlin,The Adventures of Ford Fairlane,49000000.0,20423389.0,0.41680385714285717,1990
Otto Preminger,Bonjour Tristesse,,,,1958
Raoul Walsh,The Enforcer,,,,1951
Fred Zinnemann,The Men,,,,1950
Caspar Wrede,Ransom,,,,1975
James Toback,The Pick-up Artist,15000000.0,13290368.0,0.8860245333333333,1987
Bob Odenkirk,Melvin Goes to Dinner,,,,2003
Otto Preminger,The Court-Martial of Billy Mitchell,,,,1955
Brad Mirman,Crime Spree,,,,2003
Brian Yuzna,Beyond Re-Animator,3000000.0,,,2003
Dominic Anciano,Final Cut,,,,1998
Richard Rush,Hells Angels on Wheels,,,,1967
John Milius,The Wind and the Lion,,,,1975
Jacques Tati,Mon oncle,,,,1958
Henry Levin,Where the Boys Are,,,,1960
Victor Fleming,Dr. Jekyll and Mr. Hyde,,,,1941
Jacques Tati,Monsieur  Hulot's Holiday,,,,1953
John Ford,My Darling Clementine,,,,1946
Joseph L. Mankiewicz,People Will Talk,,,,1951
Howard Hawks,I Was a Male War Bride,,,,1949
Bud Yorkin,Divorce American Style,,,,1967
Stanley Donen,Kiss Them for Me,,,,1957
Howard Hawks,To Have and Have Not,,3650000.0,,1944
Raoul Walsh,High Sierra,455000.0,,,1941
Delmer Daves,Dark Passage,,,,1947
William A. Wellman,The Ox-Bow Incident,,,,1943
Raoul Walsh,They Drive by Night,,,,1940
Blake Edwards,Micki & Maude,,,,1984
Frank Capra,Platinum Blonde,,,,1931
Louis J. Gasnier,Reefer Madness,100000.0,,,1936
Rudolph Maté,D.O.A.,,,,1950
Joseph Losey,The Boy with Green Hair,,,,1948
George Butler,Pumping Iron,1000000.0,,,1977
Bob Rafelson,No Good Deed,12000000.0,,,2002
Ida Lupino,The Trouble with Angels,,,,1966
Ralph Bakshi,Cool World,30000000.0,14110589.0,0.47035296666666665,1992
Ramón Menéndez,Money for Nothing,11000000.0,1044824.0,0.094984,1993
Phil Karlson,The Silencers,,16318124.0,,1966
James Neilson,"Where Angels Go, Trouble Follows",,,,1968
James Ivory,Heat and Dust,,,,1983
Michael Laughlin,Mesmerized,5000000.0,,,1985
Federico Fellini,La Strada,,,,1954
Takashi Miike,Ichi the Killer,1400000.0,,,2001
L.Q. Jones,A Boy and His Dog,,,,1975
Elia Kazan,The Last Tycoon,,,,1976
Andrzej Wajda,Ashes and Diamonds,,,,1958
John Sturges,Marooned,,,,1969
Bruce Beresford,King David,,,,1985
Andrzej Wajda,Kanał,,,,1957
Abel Ferrara,Cat Chaser,,,,1989
D.W. Griffith,Intolerance: Love's Struggle Throughout the Ages,8394751.0,,,1916
Coleman Francis,The Beast of Yucca Flats,,,,1961
Bert I. Gordon,Tormented,,,,1960
William Morgan,The Violent Years,,,,1956
Ken Hughes,Chitty Chitty Bang Bang,10000000.0,,,1968
Chatrichalerm Yukol,The Legend of Suriyothai,,,,2001
Arthur Hiller,Plaza Suite,,,,1971
Arthur Hiller,The Out of Towners,,,,1970
Marc Rocco,Where the Day Takes You,,,,1992
Edward Bernds,The Three Stooges in Orbit,450000.0,,,1962
Josef von Sternberg,It,,,,1927
Eric Bress,The Butterfly Effect,13000000.0,96060858.0,7.38929676923077,2004
Robert Luketic,Win a Date with Tad Hamilton!,17000000.0,16980098.0,0.9988292941176471,2004
Kevin Macdonald,Touching the Void,,13885802.0,,2003
George Armitage,The Big Bounce,50000000.0,6808550.0,0.136171,2004
Brian Robbins,The Perfect Score,,,,2004
Chris Stokes,You Got Served,,,,2004
C. Jay Cox,Latter Days,850000.0,819939.0,0.9646341176470589,2003
Kevin Rodney Sullivan,Barbershop 2:  Back in Business,18000000.0,65070412.0,3.615022888888889,2004
Bart Freundlich,Catch That Kid,18000000.0,16702864.0,0.9279368888888889,2004
Gavin O'Connor,Miracle,28000000.0,64445708.0,2.3016324285714287,2004
Lucas Belvaux,An Amazing Couple,,,,2002
Bernardo Bertolucci,The Dreamers,15000000.0,15121165.0,1.0080776666666666,2003
Larry Blamire,The Lost Skeleton of Cadavra,,,,2001
Ted Demme,Who's the Man?,,,,1993
Alan Rudolph,Love at Large,,,,1990
Joseph B. Vasquez,Hangin' With The Homeboys,,,,1991
Rory Kelly,Sleep with Me,,161410.0,,1994
Allan Burns,Just Between Friends,,,,1986
Gordon Parks Jr.,Super Fly,,,,1972
Sidney Poitier,A Piece of the Action,,,,1977
Sidney Poitier,Let's Do It Again,70000.0,11800000.0,168.57142857142858,1975
Sidney Poitier,Uptown Saturday Night,3000000.0,,,1974
Tony Cinciripini,Hell's Kitchen,6000000.0,,,1998
John Schlesinger,The Innocent,,,,1993
Billy Bob Thornton,Daddy and Them,,,,2001
Ralph Nelson,The Wilby Conspiracy,,,,1975
William Crain,Blacula,500000.0,,,1972
Bob Kelljan,Scream Blacula Scream,,,,1973
Dale Resteghini,Da Hip Hop Witch,,,,2000
Jonathan Demme,Swing Shift,,,,1984
Walter Hill,Trespass,14000000.0,,,1992
Catherine Hardwicke,Thirteen,2000000.0,4601043.0,2.3005215,2003
Hal Hartley,Simple Men,,,,1992
Lewis John Carlino,The Sailor Who Fell from Grace with the Sea,,,,1976
Erich von Stroheim,Foolish Wives,1100000.0,400200.0,0.3638181818181818,1922
Theodore Gershuny,"Silent Night, Bloody Night",,,,1972
Preston Sturges,The Sin of Harold Diddlebock,,,,1947
Peter Medak,Pontiac Moon,,,,1994
Willard Huyck,Best Defense,18000000.0,19265302.0,1.0702945555555556,1984
Peter Segal,50 First Dates,75000000.0,196482882.0,2.61977176,2004
Donald Petrie,Welcome to Mooseport,30000000.0,14000000.0,0.4666666666666667,2004
Lucas Belvaux,After Life,,,,2002
,Face,,,,2002
Bent Hamer,Kitchen Stories,,,,2003
Manuel Boursinhac,The Code,,,,2002
François Dupeyron,Monsieur Ibrahim,,11576431.0,,2003
Richard C. Sarafian,Vanishing Point,1300000.0,72266306.0,55.58946615384615,1971
Robert Bresson,Diary of a Country Priest,,,,1951
Raoul Walsh,The Thief of Bagdad,1135654.0,1213880.0,1.0688818953660182,1924
George Stevens,The Diary of Anne Frank,3000000.0,,,1959
Bruno Bozzetto,Allegro non troppo,,,,1976
Bob Rafelson,Black Widow,,25205460.0,,1987
Luis Estrada,Herod's Law,,,,1999
Paul Verhoeven,Flesh + Blood,6500000.0,,,1985
J. Lee Thompson,King Solomon's Mines,12500000.0,238227.0,0.01905816,1985
Albert Parker,The Black Pirate,,,,1926
John Irvin,Raw Deal,8500000.0,16209459.0,1.9069951764705881,1986
Sam Wood,"Goodbye, Mr. Chips",,,,1939
Norman Tokar,"Follow Me, Boys!",,,,1966
David Green,Fire Birds,22000000.0,,,1990
Greg Pak,Robot Stories,,,,2003
Charles S. Dutton,Against the Ropes,39000000.0,6614280.0,0.1695969230769231,2004
Sara Sugarman,Confessions of a Teenage Drama Queen,15000000.0,29331068.0,1.9554045333333334,2004
Jeff Schaffer,EuroTrip,25000000.0,20796847.0,0.83187388,2004
Mel Gibson,The Passion of the Christ,30000000.0,611899420.0,20.396647333333334,2004
Jay Chandrasekhar,Club Dread,8500000.0,5001655.0,0.58843,2004
Guy Ferland,Dirty Dancing: Havana Nights,25000000.0,27685016.0,1.10740064,2004
Philip Kaufman,Twisted,50000000.0,25195000.0,0.5039,2004
Amos Gitai,Alila,,,,2003
Wolfgang Becker,"Good bye, Lenin!",4800000.0,79384880.0,16.538516666666666,2003
Joe Johnston,Hidalgo,100000000.0,108103450.0,1.0810345,2004
Todd Phillips,Starsky & Hutch,60000000.0,170268750.0,2.8378125,2004
Paul McGuigan,The Reckoning,,,,2003
Ingmar Bergman,Persona,,,,1966
Ingmar Bergman,The Passion of Anna,,,,1969
Edward Dmytryk,Walk on the Wild Side,,,,1962
Stuart Heisler,Tokyo Joe,,,,1949
Ingmar Bergman,The Serpent's Egg,,,,1977
Robert Parrish,Fire Down Below,,,,1957
Henri-Georges Clouzot,Le Corbeau,,,,1943
Martin Ritt,The Front,,,,1976
Samuel Fuller,Pickup on South Street,,,,1953
Luchino Visconti,The Damned,,,,1969
Alan Jacobs,American Gun,,,,2002
Laurence Olivier,Richard III,,,,1955
James Ivory,Quartet,,,,1981
Lisa Gottlieb,Just One of the Guys,11500000.0,,,1985
Arthur Penn,The Chase,,,,1966
Pen Densham,The Kiss,6000000.0,,,1988
James Marsh,Wisconsin Death Trip,,,,1999
Cliff Owen,The Wrong Arm of the Law,,,,1963
Kevin Allen,Agent Cody Banks 2: Destination London,26000000.0,28818995.0,1.1084228846153845,2004
Luke Greenfield,The Girl Next Door,25000000.0,30411183.0,1.21644732,2004
David Koepp,Secret Window,40000000.0,92913171.0,2.322829275,2004
David Mamet,Spartan,19250000.0,8112712.0,0.42143958441558443,2004
Nir Bergman,Broken Wings,,,,2002
James Ronald Whitney,Games People Play,,,,2004
,How to Draw a Bunny,,,,2002
Lone Scherfig,Wilbur Wants to Kill Himself,,,,2002
Paul Flaherty,Clifford,19000000.0,7411659.0,0.3900873157894737,1994
John McNaughton,Mad Dog and Glory,,11081586.0,,1993
Terry Jones,The Wind in the Willows,12.0,1.0,0.08333333333333333,1996
Delbert Mann,Night Crossing,,,,1982
Mark Robson,Peyton Place,,,,1957
Rosanna Arquette,Searching for Debra Winger,,,,2002
Melvin Frank,Walk Like a Man,,,,1987
Zack Snyder,Dawn of the Dead,28000000.0,102356381.0,3.6555850357142856,2004
Michel Gondry,Eternal Sunshine of the Spotless Mind,20000000.0,72258126.0,3.6129063,2004
D.J. Caruso,Taking Lives,45000000.0,65470529.0,1.4549006444444443,2004
Kai S. Pieck,The Child I Never Was,,,,2002
John Crowley,Intermission,5000000.0,4856298.0,0.9712596,2003
Dagur Kári,Noi the Albino,,,,2003
Kevin Smith,Jersey Girl,35000000.0,36098382.0,1.031382342857143,2004
Joel Coen,The Ladykillers,,,,2004
Ernest R. Dickerson,Never Die Alone,3000000.0,5923000.0,1.9743333333333333,2004
Raja Gosnell,Scooby-Doo 2: Monsters Unleashed,,181466833.0,,2004
Helmut Schleppi,A Foreign Affair,,,,2003
Lars von Trier,Dogville,10000000.0,16680836.0,1.6680836,2003
Gregor Jordan,Ned Kelly,,6585516.0,,2003
Guillermo del Toro,Hellboy,66000000.0,99318987.0,1.5048331363636365,2004
Will Finn,Home on the Range,110000000.0,103951461.0,0.9450132818181818,2004
Martha Coolidge,The Prince & Me,,,,2004
Kevin Bray,Walking Tall,56000000.0,57223890.0,1.0218551785714285,2004
Matthew Ryan Hoge,The United States of Leland,,343816.0,,2003
Christopher Erskin,Johnson Family Vacation,12000000.0,31179516.0,2.598293,2004
John Lee Hancock,The Alamo,145000000.0,25819961.0,0.17806869655172414,2004
Tommy O'Haver,Ella Enchanted,31000000.0,27388767.0,0.8835086129032258,2004
Howard Deutch,The Whole Ten Yards,40000000.0,26155781.0,0.653894525,2004
Gabriele Salvatores,I'm Not Scared,,,,2003
Damian Nieman,Shade,6800000.0,,,2003
Julie Bertuccelli,Since Otar Left,,,,2003
Bruno Dumont,Twentynine Palms,,,,2003
Cecil B. DeMille,The Ten Commandments,13000000.0,122700000.0,9.438461538461539,1956
George A. Romero,Dawn of the Dead,650000.0,55000000.0,84.61538461538461,1978
Franco Zeffirelli,"Brother Sun, Sister Moon",3000000.0,,,1972
Don Chaffey,One Million Years B.C.,,,,1966
Alex Steyermark,Prey for Rock & Roll,,,,2003
Peter Yates,"Mother, Jugs & Speed",,,,1976
Andrew V. McLaglen,Bandolero!,,12000000.0,,1968
Hal Ashby,The Slugger's Wife,,1878561.0,,1985
Ken Annakin,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,5600000.0,29950000.0,5.348214285714286,1965
Walter Lang,Cheaper by the Dozen,,,,1950
Ingmar Bergman,Scenes from a Marriage,150000.0,,,1973
Robert Mulligan,Baby the Rain Must Fall,,,,1965
Henry Levin,Belles on their Toes,,,,1952
Tony Richardson,Ned Kelly,,,,1970
David Saperstein,Beyond the Stars,,,,1989
John Turturro,Mac,,,,1992
Bert I. Gordon,The Food of the Gods,,,,1976
Damian Lee,Food of the Gods II,,,,1989
Frank Strecker,Anna,,,,1988
Hal Walker,Road to Bali,,,,1952
A. Edward Sutherland,The Flying Deuces,,,,1939
Charles Barton,Africa Screams,,,,1949
Jean Yarbrough,Jack and the Beanstalk,,,,1952
Stewart Raffill,High Risk,,,,1981
Sam Peckinpah,The Osterman Weekend,,6486797.0,,1983
Tina Hirsch,Munchies,,,,1987
Radley Metzger,The Cat and the Canary,,,,1979
Rafal Zielinski,Hangman's Curse,,,,2003
Martin Brest,Going in Style,,,,1979
Robert Benton,The Late Show,,,,1977
Herbert Ross,The Sunshine Boys,,,,1975
David Burton Morris,Jersey Girl,,,,1992
Adam Simon,The American Nightmare,,,,2000
Martin Scorsese,After Hours,4500000.0,10609321.0,2.357626888888889,1985
George Sidney,Viva Las Vegas,,,,1964
Lina Wertmüller,Love and Anarchy,,,,1973
Paul Jay,Hitman Hart: Wrestling with Shadows,,,,1998
Michael Lembeck,Connie and Carla,20000000.0,11341016.0,0.5670508,2004
Quentin Tarantino,Kill Bill: Vol. 2,30000000.0,152159461.0,5.071982033333334,2004
Jonathan Hensleigh,The Punisher,33000000.0,54700105.0,1.6575789393939393,2004
,Paper Clips,,,,2004
Julián Hernández,A Thousand Clouds of Peace,,,,2003
David Mackenzie,Young Adam,6400000.0,2500000.0,0.390625,2003
Michael Almereyda,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",,,,2003
Gary Winick,13 Going on 30,37000000.0,96455697.0,2.6069107297297296,2004
Tony Scott,Man on Fire,70000000.0,130293714.0,1.8613387714285714,2004
Robert C. Ramirez,Clifford's Really Big Movie,,,,2004
David C. Thomas,MC5: A True Testimonial,,,,2002
Barry Levinson,Envy,40000000.0,,,2004
Nick Hamm,Godsend,25000000.0,30114487.0,1.20457948,2004
Peter Howitt,Laws of Attraction,28000000.0,30016165.0,1.0720058928571428,2004
Mark Waters,Mean Girls,17000000.0,129042871.0,7.590757117647059,2004
Hugh Wilson,Mickey,6000000.0,293793.0,0.0489655,2004
Dennie Gordon,New York Minute,,,,2004
Stephen Sommers,Van Helsing,160000000.0,300257475.0,1.87660921875,2004
Michael Burke,The Mudge Boy,800000.0,62852.0,0.078565,2003
Alejandro Agresti,Valentin,,,,2003
Daniel Taplitz,Breakin' All the Rules,,,,2004
Wolfgang Petersen,Troy,175000000.0,497409852.0,2.8423420114285713,2004
Hector Babenco,Carandiru,3684600.0,,,2003
Jim Jarmusch,Coffee and Cigarettes,,7897645.0,,2003
André Téchiné,Strayed,,,,2003
Bruce McDonald,Dance Me Outside,,304852.0,,1995
William Friedkin,The Boys in the Band,,,,1970
Tapio Piirainen,Raid,2000000.0,,,2003
Jim Gillespie,D-Tox,55000000.0,6416302.0,0.11666003636363637,2002
Jonathan Demme,Swimming to Cambodia,,,,1987
Herman Shumlin,Watch on the Rhine,,,,1943
Roger Spottiswoode,Under Fire,,,,1983
Wolfgang Petersen,Enemy Mine,40000000.0,12303411.0,0.307585275,1985
Robert Clouse,Enter the Dragon,850000.0,90000000.0,105.88235294117646,1973
Walter Salles,Foreign Land,,,,1996
Albert Maysles,The Rolling Stones: Gimme Shelter,,,,1970
Yasujirō Ozu,Good Morning,,,,1959
Wong Kar-wai,Happy Together,,,,1997
Philip Kaufman,Henry & June,,11567449.0,,1990
Mark Kitchell,Berkeley in the Sixties,,,,1990
Michael Verhoeven,The Nasty Girl,,,,1990
Diane Kurys,Entre Nous,,,,1983
Cornel Wilde,The Naked Prey,,,,1965
George A. Romero,Martin,,,,1978
Nunnally Johnson,The Three Faces of Eve,,,,1957
Lars von Trier,The Kingdom,,,,1994
Damian Harris,Mercy,,,,2000
Michael Cimino,Desperate Hours,,,,1990
Christopher Menaul,The Passion of Ayn Rand,,,,1999
Agnès Varda,Along the Coast,,,,1958
Michael Davis,100 Girls,,,,2000
Sidney Lumet,Fail-Safe,,,,1964
Bernard Rose,Paperhouse,,241.0,,1988
Jan Kounen,Dobermann,,,,1997
Jeroen Krabbé,The Discovery of Heaven,,,,2001
Masaki Kobayashi,Kwaidan,,,,1964
Arthur Hilton,Cat-Women of the Moon,,,,1953
Michael Apted,28 Up,,,,1984
Amber Benson,Chance,75000.0,,,2002
Lewis Gilbert,You Only Live Twice,9500000.0,111584787.0,11.74576705263158,1967
John Glen,Octopussy,27500000.0,187500000.0,6.818181818181818,1983
Fritz Lang,The Blue Gardenia,,,,1953
Mike Nichols,Wit,,,,2001
Irvin Kershner,Never Say Never Again,36000000.0,160000000.0,4.444444444444445,1983
Hirokazu Koreeda,Maborosi,,,,1995
Ingmar Bergman,The Magic Flute,650000.0,,,1975
Mitchell Leisen,Midnight,,,,1939
Robert Z. Leonard,Pride and Prejudice,,,,1940
Nunnally Johnson,The Man in the Gray Flannel Suit,,,,1956
King Vidor,The Fountainhead,,,,1949
Vincent Sherman,Old Acquaintance,,,,1943
John Huston,In This Our Life,,,,1942
George Stevens,Woman of the Year,3000000.0,,,1942
David Lean,Summertime,,,,1955
Paul Verhoeven,Soldier of Orange,2300000.0,,,1977
Jean-Pierre Melville,Le Samouraï,,39481.0,,1967
Jean-Pierre Melville,Le Samouraï,,39481.0,,1967
Jean-Pierre Melville,Le Samouraï,,39481.0,,1967
Jean-Pierre Melville,Le Samouraï,,39481.0,,1967
Luis Mandoki,White Palace,,17487531.0,,1990
Fred Zinnemann,Oklahoma!,,,,1955
Donna Deitch,Desert Hearts,350000.0,2400000.0,6.857142857142857,1985
Brian De Palma,Body Double,10000000.0,8801940.0,0.880194,1984
Stuart Millar,Rooster Cogburn,,8022000.0,,1975
Richard Attenborough,Chaplin,,,,1992
Arthur Penn,The Miracle Worker,500000.0,2500000.0,5.0,1962
Nick Broomfield,Monster in a Box,,311245.0,,1992
Tony Gatlif,I Come,,124994.0,,2000
Walter Salles,Midnight,,,,1998
David Snedeker,If You Only Knew,,,,2000
Robert Mandel,School Ties,,14715067.0,,1992
Jonathan Kahn,Girl,,,,1998
Blake Edwards,Switch,,,,1991
Andrew Gallerani,Just Write,,,,1997
Brian De Palma,Raising Cain,12000000.0,37170057.0,3.09750475,1992
Olivier Assayas,Irma Vep,,,,1996
Arthur Lubin,Buck Privates,,,,1941
Stu Pollard,Nice Guys Sleep Alone,,,,1999
Kim Longinotto,Divorce Iranian Style,,,,1998
Shirley Sun,Iron And Silk,,,,1991
Craig R. Baxley,Rose Red,,,,2002
Peter Bogdanovich,Noises Off...,12000000.0,2280148.0,0.19001233333333334,1992
Melissa Painter,Wildflowers,,,,2000
Michael Vejar,Babylon 5: In the Beginning,,,,1998
Michael Reeves,Witchfinder General,,,,1968
Ryûhei Kitamura,Versus,10000.0,,,2000
Jules Dassin,The Canterville Ghost,,,,1944
Laurence Olivier,The Prince and the Showgirl,,,,1957
James Bridges,The China Syndrome,5900000.0,51718367.0,8.765824915254237,1979
Carlos Marcovich,Who the Hell Is Juliette?,,,,1997
Henri-Georges Clouzot,The Wages of Fear,,,,1953
Amy Heckerling,Look Who's Talking Too,,,,1990
Leo McCarey,The Bells of St. Mary's,,21300000.0,,1945
Joseph Brooks,You Light Up My Life,,,,1977
Menahem Golan,The Delta Force,,17768900.0,,1986
George Cukor,Pat and Mike,,,,1952
Victor Heerman,Animal Crackers,,,,1930
Ken Kwapis,"He Said, She Said",,,,1991
Stanley Donen,Bedazzled,,,,1967
Jacques Tourneur,Cat People,134000.0,4000000.0,29.850746268656717,1942
Joshua Logan,Camelot,,,,1967
Arthur Hiller,The Lonely Guy,,,,1984
Jacques Tourneur,The Comedy of Terrors,,,,1963
Richard Lester,The Four Musketeers,,,,1974
Ted Post,Good Guys Wear Black,1000000.0,18300000.0,18.3,1978
Lance Hool,Steel Dawn,,,,1987
Steven Seagal,On Deadly Ground,50000000.0,49000000.0,0.98,1994
Ray Brady,Boy Meets Girl,,,,1994
Herbert Ross,Protocol,,,,1984
Tay Garnett,The Postman Always Rings Twice,,,,1946
Joe Dante,Matinee,,9532895.0,,1993
Glen Goei,Forever Fever,1070000.0,570000.0,0.5327102803738317,1998
Nick Hurran,Virtual Sexuality,,,,1999
Jérôme Boivin,Baxter,,,,1989
Joe Dante,Explorers,25000000.0,9873044.0,0.39492176,1985
Tran Anh Hung,The Scent of Green Papaya,,,,1993
Jean-Luc Godard,Pierrot le Fou,300000.0,,,1965
Jean-Luc Godard,Weekend,,,,1967
Agnès Varda,One Hundred and One Nights,,,,1995
Frank Borzage,Strange Cargo,,,,1940
Paul Lazarus,Seven Girlfriends,,,,1999
